pos	Sundays Hike through Jesse Jones Park http://twitpic.com/7iumh
neg	maybe, hopefully, im overreacting. in that case, i am reminded of how humanly flawed i am
neg	I'm sooo lost without my car This is truly depressing. Pregnant people should NEVER be this stressed out!
neg	@iBrittanyAlexis I'm not graduating either
pos	thinks twitter is a little boring
neg	Dh-last time together
pos	Terminator was a disappointment but no worries cause it is still great to be in DC....just got home about to finish up filth
neg	@CreateandInvent sad and scary.
pos	@baMbus3negnegneg That album is the business.
neg	doesn't want to go back to work tomorrow
neg	watching the prince of egypt and studying microbio
pos	Just discovered that VNC works even over uni.lu's eduroam..
pos	@JeepersMedia I Mean Really! Some People don't read your tweets?!?!? &quot;What are they thinking?!!??&quot;
neg	dont forget @ddlovato, family portrait @pink, because of you @kellyclarkson and even the climb @mileycyrus have the power to make me cry!
neg	i spent £15 on the game thing in the pub they are so bloody adictive
neg	yo theze Jersey cop are really getin it popin today they are pullin everybdy over
neg	isn't lady-like enough to manage acrylic nails
pos	Alex is back home again
pos	@Yogeebaer haha I did throw something at him.. but he caught it and climbed up the side of my house.
neg	@obliterated Poor your Mum. But it's best for Sooty.
pos	On train with at least two gaggles of teenagers sitting &amp; the commuters squished standing in the back...at least the teenagers let me sit
pos	ok! i found another naley FF. I'm gonna start reading now
neg	I just said goodbye to some friends Hope I'll see them again. Tomorrow, Sweden!
pos	Now I'm really headed outside. Sunshine, bike ride, a wee sit by the river looking at reflections, listening to the rush of water, peace
neg	i soooo want to get a Nikon D 9neg damn y do they cost soooo much!
pos	@bakeanddestroy Beautiful! Where is it at?
pos	@xlovespepsii yeaaaaah i know
neg	going to bed! Missing my baby! Wish he was with me!
pos	@iamdiddy thanks for letting me share, i have been wanting to all day as i've been jammin on the road, lol...too funny. happy day! L
pos	@MrsDDoubleU Let's hope it's a fact Met the nicest ppl freezin my ass off there LOL
pos	Time to get these doggies muddy out there, take care. laters peeps
pos	just waking up... about to go on craigslist
pos	Catching up with my Mum for lunch today This past week Mum became a Great Grandmother - what an awesome moment for her !! Love U Mum xx
pos	@red_hawt bhel nagariya ki tum bhi dagariya chalo .. tho i do happen to be in one of thos eplaces where it's barsaat even aaj ..
pos	@brybryy oh im not picky... but ive moved into the reds for my favs.
neg	Penzance. Journey from hell. Low light coming about 1negpm as light got low and I realised my headlights weren't working
pos	NGH episode 28 is out! check it out!
neg	#github down
pos	Hahahah its ok well be loners together don't trip! Haha jk jk but alright I'm off to bed I got church in the morning lol night
neg	@aidadoll lmaooo i cant ur pic not workin for me
neg	@fwkshpos28 im falling asleep cuz im so tired lets switch
pos	@devilshadow lolllll that was funny
pos	@purzlbaum 5. Have more sex 22c3 (Jahr 2negneg5) http://www.flickr.com/photos/leralle/7977657pos/in/photostream/
pos	is off to post Matojo to his new home in the USA
pos	Hehehe i just went swimming and it was great!
neg	Sigh. Looks like we'll be putting a whole new A/C.
pos	@KimGuanzon - here is one of the holga pictures, the only one I liked http://www.flickr.com/photos/photogirl66/35837pos1586/
neg	OMFG I AM COMPLETELY RETARDED.
pos	@amber_rae oh my so pretty I would love your city too! it's pouting down rain and cold here!
pos	I really need to go now. Goodnight twitter world! hugs&amp;xx
neg	@orrh Ah, eugenics. The saddest thing is... it's still around .
neg	@dressjunkie about 6 weeks premature wee soul.
neg	The thunder never came Was up at pos am, but there was nothing.
pos	@CharityDev thanks for the #followfriday recommendation &amp; (crazy) love
neg	I still haven't put the songs on my ipod. I don't know how. Stupid itunes! Aren't I supposed to sync them? Cause it won't let me sync.
pos	@SheGotItSheBadd back 2 school soon neway... if i wake up i'll HAVE to go back to bed... aye i seen u tweet ur plan, it's a good plan too
neg	Poo. Looks like FL sis offline again.
pos	@MartinOrton I don't do guns... &amp; I don't need pepper spray - I use my bag to club them... LOL!
pos	@countingcrows Bet that will make editing interesting, you'll be seeing everything the same speed as a fly, 26fps won't be quick enough
neg	Left my fucken shorts at work no gym today
pos	@WhitlowVintage TY, was listening to some of your music~
pos	@daniel8neg5 wow babe it sounds like you guys are really having fantastic time!
pos	@Jamie_Spears yeh thr a lot of fakes out there. A gd one is 2 take a pic pointing at today on calender and post it
neg	I'm at hooters will my boys...I miss working here
neg	Gonna shut down the PC nao. Be back tomorrow. Aww Last week of summer.
neg	@fionaflaherty Fi?? something wrong?? x
pos	GOOD MORNING TO ALL YOU LOVELY PEOPLE
neg	My body hates me excruciating pain. Last night in Newark and I'm sober hmm
neg	@leannenufc I've decided i hate these fixtures too. They're terrible...!!
neg	i bought the sims 3!! when i went to install it my video card was not compatible i have and nvidia geforce2 mx 1negneg/2negneg
pos	@ThaEntertainer hello there my friend
neg	Tell me Comedian what are you protecting society from? I shall tell you bloody TWILIGHT FANS
neg	Listening to my brothers band &quot;tweety was delicious&quot;... pretty good. It's a shame they don't exist anymore
pos	@mariahglare: you are a wonderful combination of hilarious &amp; crea8tive--Sewing machines, cooking and lighting up the dark. @demorebarnes
pos	big hair rock day today me thinks here I go again to start xxxxx ? http://blip.fm/~5zposp7
neg	@Malifaxis it always ends in tears.
pos	Packed the tent and we're driving to Devon
pos	@DanMerriweather That is so mean but I agree I'd say rosemary is worse though. Tastes like soap.
neg	@Jasmine1993 hahah thatsss sickk.. hahha i really dont wanna miss origin ay
neg	wish i was going to Arizona.
pos	@jordanyup http://twitpic.com/7fc6s - Omg! you're so gorgeous , i love you ;) and i love that glassed , good choise
pos	@silviaong u're using Twitter full-time now
pos	i'm packing for one last trip before school
neg	@SzF_Stylist Honey! Im bored with twitter, few friends use it so its not that exciting Hows things goining with the exams ? Good luck!!
neg	I gave up in updating about my msia klg trip. And I have got a large number of pictures to upload too. One word to describe, L-A-Z-Y.
neg	@anastaciakayray That stinks! Well hopefully you'll get better from you're womanly stuff including hip pain
neg	I think she jus shit her self sad mouse
neg	HOME ALONE! Woop, woop! Then I was shuffled a sad song, now I'm depressed Damn you iTunes.
pos	just dominated her first online discussion for micro about gas prices and VAT chicka YEAH!
neg	@OlafurArnalds It�s over. But &quot;Lj�si�&quot; is a nice song to end something beautiful.
neg	okay you all got it
pos	Haha oh ash your a freak ilu
pos	@the_pink_taco soo explain your new twitter name, i`m sure there`s a beautiful story connected ahaha
neg	playing at graduation today. then heather and justins party. i can't believe they're leaving!
neg	Been in the office for ages, more than 3negneg emails cleared. Was wondering what felt wrong, then realised haven't had tea yet
neg	Gonna try out for Baybeats Photographer thing, doubt I'll make it though
neg	@KDBabylon where the heck is my friend? Lol what u doin? Haven't talked to u all day!
pos	I am sooo looking forward to Collectormania tomorrow It's going to be a blast.
pos	@cathy_cochinaposneg Hey! &quot;looks at you with sleepy eyes&quot;
neg	The porkfloss bun here is nothing like the one I love from Bread Story back home. For this, and many other reasons, I miss home.
neg	@brittanydailey It's making me depressed
neg	My stuff is missing in my OWN room! Who could have done that~ Pls return it to me...Pls~
neg	i cant hear anything outta my left ear
pos	is loving the fact that the weather is awesome
neg	My jaw is swollen from taking a ball to the chin We lost the last game. Time to freshen up &amp; have a pitcher of margarita @ La pinta!
pos	@JordanLindvall you romantic you.
pos	@vadimkozhin why do you think so?
pos	Twitvim is strong! at least I can use prosy
neg	Its hard to look at my cat's bed...I miss him already and hope he is done soon Am I dumb for being this crazy over his dental visit???
neg	is coughing like a dog. arf arf.
neg	i failed at my attempt to beat my record. i beat 99 characters in survival mode, and the 1negneg character Ultimate Rugal defeated me
neg	Because of the strong rain and few public vehicles and I have to be in office tomorrow early AM, decided to sleep in the office tonight
neg	@foolest let's all hang soon! the starting of my class got moved to june 22
neg	@AmazingPhil WARNING I went to see drag me to hell and I really didn't like it
pos	@daisybruce Thats okay. Thank you
pos	to be with you
neg	suffering a serious headache and trying to type up exam this is not good
neg	it's raining! and it's cold! and I wanna sleep! and other things too. shoot! I want my beeeed...
neg	In need of stimulation and entertainment
pos	one of the opening bands is covering I Kissed A Girl. It pisses me off, cheese stick stealing whore! I wish you'd choked on it.
neg	No Ask Erin Live today Tweeps... I'm sick and doing quiet projects from bed. Sometimes I wish I could take a &quot;sick day&quot; but clients await
neg	poor Noie just fell on her skateboard and scraped up her elbow im the worst sister ever i was like &quot;it'll make a cool scar&quot; haha
pos	Busss . heading to school .... 1neg6 &amp; park later on today w| my girlies
pos	Having some delicious breakfast my fiancee made - yes I am spoiled - next on the agenda, I don't know, that's the fun part
neg	@iimaBarbiie OMFG tay tay im not evenn ya friendd no moreeee im dumm mad u seddd thatt on thiss fuckkinq shit u dumm lil stupid bitch lol
neg	I thought a fry-up would be a good idea but after the biggest fry-up ever, I think I over did it - suddenly feeling hungover
pos	peter pan and wendy turned out fine so wont you fly with me LOVE
neg	@toneloc8neg11 aww u wonley????
neg	@lindalopez srry I never got back to u!
pos	@DonaGothika are fabulous that's what draws me in really are the stories and like being in a different world and place
pos	see http://donorschoose.org/twt/2852neg3 at @donorschoose Please and Thank you
pos	Finishing getting ready! I'm rare like Mr. Clean with hair
pos	@Kdubbb youtube downloader well, i got the link form youtube obvs. then youtube downloader, lol.
pos	@MasterofWars Again, I say: Hah.
pos	samuel uploaded a new image! http://hrimg.co.uk/view/pos15
neg	Was at work &amp; took care of cells early this morning. But, son has a fever, so I'm home the rest of the day taking care of him. He's ok.
pos	@amazondotjon http://twitpic.com/38ie2 - very cute hahaha, the amount of teenie comments on here, you don't need another one, soooorry xD
pos	Rewritten #TI Dlog Module from #ASM to #C and implemeted a &quot;one-shot&quot; trigger, a trigger to stop and start recording and a free run mode
neg	@armmer I'm basically dead in the water. I've wasted 3 days on this thing when I could've been coding FUbuMVC
neg	@TaLisaDuhhh i miss bein 18
pos	@firebelly
neg	Sad that today was my last day of work at Harding School
neg	@captain_erika Me grumpy because it rainy out and me no know what to do. Me want to play but me tired of playing trucks and coloring.
pos	@rikkinvikki Aww! that's so sweet!..but now I feel bad, I didn't get you anything heh..what would you like?
pos	Woo, I have a 2 room efficiency suite for the 18 nights I'm here. Totally awesome
neg	@The_Reaper man! tweetdeck is aaaargh! im starting to hate it
pos	@snarkyrainbow I don't think I have any goofy hats that you haven't seen. I'll have to go to a hat shop and take some.
pos	@HadudkenFire, awwww! that's so sweet
pos	@next12exitsnegneg being happy is always fresh
neg	June Gloom is back
neg	@sigitt - Maybe *sighs* TweetDeck acting funky too.
neg	Came back from jog.. Sore
neg	&quot;im so sick, infected with...&quot; all this food i ate. my fatty stomach is about to burst!
neg	@xkot fuck i want a Broccolator so badly now http://tinyurl.com/cb2epos6
neg	GRRRRRRR! The puppy started whining again, and won't shut up. I'm never going to sleep again...
neg	@maldenic The hobbling one.
neg	@MarieLuv I need to get my butt to vegas cuz I never been
neg	@animalfinders I am lost. Please help me find a good home.
neg	@davearthur Thanks David. I read about your Zpos, sorry No help from londonfgss then?
neg	morning. planning for today: do nothing till 5 pm, 5pm-2am: work blegh
neg	is still feeling the dizziness from the accident
pos	@al999 I just got this tweet from u. I'm watching rescue me season 2
neg	@CrystalF .... or yea by that too ... i shall be Mac Book Front Row
pos	;back from the lake. i just love the water &amp; love swimming
pos	@ work! Watching true blood!
neg	Must quit working pos 2night. Need rest. Going 2 watch The Bachelorette &amp; eat peanut butter &amp; honey toast. Ps. I'm not a fan of healthy PB.
neg	Chips &amp; guac at Club de Capitanes. Wasting time bpos heading to the bus station - just said bye to &quot;Chemistry&quot; (my boat) for the summer.
pos	Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on
neg	@Uwila @tehgeekgirl bring me some magic pancakes please! I'm here at work!
neg	@MM_Oporto and @Miaakoch just left my house
pos	just got home from work
neg	exam tomorrow.. dammit, i just want a vacation :/
pos	@DavidPopineau I don't understand everything but I'm sure you'll help me!!!!
neg	Izzy: Morning! Just woken up and currently stuffing my face with toast (:. I have loads of work to do today xx
pos	@CHRISDJMOYLES Chris Moyles!. I've Just Made a Twitter Account After Hearing You Talk About On Radio 1. Thanks Man
neg	Off to Wichita for a wedding tonight. The next five extended family events will probably all be funerals
pos	I took a picture of me looking at my bottle of antibacterial. Wicked
pos	american idol, boys over flowers. Temptations. Cant resist
pos	I am finally going to take advantage of my job, and buy expensive chandeliers for very cheap. yes!
pos	Is sooo waking both of them up on my way back to SB good night america
neg	@nicoleneg83 ugh. Ur no help
pos	@TWCWeekends Happy 27th birthday, you guys
neg	Going back to NJ today.
pos	Got 15neg Updates
neg	@SpeedyG1212 I think it's supposed to rain all weekend!
pos	@meriahonfiah hehe that's funny
pos	@Sah5685 amazing! I just couldn't put them down lol
neg	I'm sooo confused! Isn't marriage supposed to be a positive thing? He's so mean and bossy! I really wish I had my friends here.
pos	@sareeey he laughs like a swine. annoying. but congrats &lt;3
neg	Waiting For the Floor To Dry,Just Finish Moping!! RestLess #fb
neg	@mcclorybrin why u so bummed out ?!
pos	patty griffin = party griffin
neg	@David_Henrie My 1negneg$ calculator just broke and my math final is 2moro i think you tweeting me back would make it much better!
pos	http://twitpic.com/7gs8q - Pics from Mitchel's Concert at the Grove. It's nice to be front and center
neg	i think u all know what happened i had to many tweets if i get too many tweets on here then i'll get mad
neg	lost $1neg at mahjong today
pos	@lj2me Aiight. Sounds good
pos	@shutupchago LOL. Awesome
neg	@ReginaPearl DID IT WORK FOR U? NOT FOR ME
pos	@Mech_Engr_Girl You're not old. The song is old.
neg	feels like drinking a good burgundy....
pos	@epicwinmaster Hello new person being followed. I love you. &lt;3
neg	@xSmotherMe I don't want to write mine either. it's a 2neg page term paper. i have 5 done.
neg	ahhhh! @uabblazer11 just ran over turtle!
neg	@AnneAAM do NF tweets count?
pos	going to class.. ttyl. hopefully making a video today.
pos	@vishaltom
pos	bout to add FOB, Green Day and Blink t shirts to my order
neg	@jessomine Sorry! These are PDFs, folks - apologies for not so stating earlier: http://tinyurl.com/SpayNeuterEff &amp; http://bit.ly/Ftv9neg
pos	@myleee good night! i look forward to reading your tweets about life in Singapore
neg	i dont know what i am going to do.
neg	@Don_J i'm good thanx. u? gonna head to bed
neg	You feel me too, @finalmidday.
pos	@d2zone Man..you do eat a lot of good food..hmm..kinda jealous..haha
pos	Back from hospital, now at work... later studio time
neg	at the zoo! flamingos smell like urine
neg	@bookladysblog I was supposed to be reading it tonight, but I got behind in reviews
neg	@Islandfire did you forget about me? its my birthday too!! lol
neg	GO to the website www.3dl.am and than download the all songs videos for free REALLY i dont lie but the website is on german
pos	@CEEBOpos15 Get to it, the laundry doesn't do itself. Heh.
pos	this tweet is for conor - to help him sleep at night. tweet tweet lmao
neg	leaving camp it was an amazing week! &amp; its juust the beginning of an amazing summer. now for some taco bell...
neg	Police? Where? K!nG
pos	@Twisted_Pink I love them so much! You're awesome and so incredibly sweet &lt;33
neg	@DenyceLawton Thank you for not reacting...
neg	just gtting startd on this wha do ya do
pos	new myspace hair picture up soon. gotta edit out my ugly first ;)
pos	@mag_tweets It sounds off the hook.
pos	Woohoo! Ok, this time I really did figure out how to add Thickbox. The article pages should be easier to view now.
neg	@geoffgirardin I actually followed an ad on Facebook, believe it or not. Totally forgot what the store was called, though
pos	One step closer towards the tipping point...the difference a day can make.
pos	Pinkpop time This weekend will be one of the greatest!!
neg	I meant sick
neg	Damn you pollen, damn you to hell!!! My throat hurts I'm consoling myself with pocket tv. Matt edmundson has really nice hair.
pos	5neg days til the big move to DisneyWorld!!
neg	It's literally raining on the pride parade.
neg	@anthonystonem He's not like that... ok, he is. But he's intelligent, too. And funny.
neg	@cantlivewithout is this season's past eppies for SYTYCD anywhere online? this is killing me missing them.
pos	@ralphtresvant wen r ya'll gona be bk in Cali? how bout 7-1neg-neg9 dream COME TRUE u &amp; @NKOTB FULL SERVICE LIVE
pos	@iliaa Now, now, you're assuming that they'd be able to make the necessary adjustments to tell that up is down
neg	Lost with pos.7 seconds remaining Better luck next season!!
neg	still has the unwanted guest issue...they're SUPPOSEDLY leaving tomorrow, but for how long? They only live in Kingston Springs
pos	@Suksy couple of days back...had a really good trip
neg	@DMSocialClub send some over... i ran out
neg	@dyellagurl I miss u and bbm I am out of the loop
pos	@xDinna clicked yours so what do the newest counts say about visitors clicking my link on your site?
pos	@lisle lol how much is the buffet? Might give it a try one day!
neg	@CarlosSP Sent wednesday
pos	http://twitpic.com/6ckrg - bumble-bee
pos	@Soul_Angel our wish was granted
pos	Not a very lovely day today up here Weather doesn't seem to know what to do
neg	Basic business principle from ages past: captive audiences represent profit. So consumers, - bring packed lunches or accept the hit.
pos	is pissed off fuck u
pos	@johnhood I will be following via my iPhone
pos	welcoming the storm
pos	@joshgroban welcome to twitter josh! Don't be scared...
pos	Great, thanks for that @ashantiomkar - good to get a second opinion
neg	@iphoneincanada &amp; @allthingsconnor sorry for your loss tonight guys
pos	@zaridz u mean i love industry or love being a biatch? ;p it didnt hv to reveal my dark side, but yea.. its good to be able to be one
neg	work, work, work
neg	One of my students broke one of my nails today It hurt soooooooo bad!!!
neg	omg my phone jus broke and i bet its not insured
pos	myspace and phone
pos	Just woke up. Going to school today.
neg	I should go to bed ... it's blimmen cold here, and my heater gave up the ghost yesterday.
pos	@ddlovato Haha love youu demi! just saw you on MTV. don't forget. love that song! wish i could see you on tour with david archuleta.
pos	@missdmaree I did meet Hubs here. We were joking yesterday, We've only known each other 2 years! Quality knowledge, I told him
pos	@teleken Why do I find last.fm so complicated? I'm going to have to take a break and come back another time... blip.fm for now
neg	My MOH bailed out, and my sister let me down.. wait.. thats the same event.. I love my little man.. he takes such good care of his mommy!
pos	Good morning germany
pos	@JudyObscure LOL. Me and you both. Just brought a line full of dry washing in
pos	@dhiletorr theyk yew lols.
neg	Bored at work HELP ME!!!!
pos	today i caught a chansey, scyther and a tangela! All quite rare making me very happy
neg	im bored while watchin nascar
neg	gutted hatton lost!!!
neg	@Courtney_J_ I wish I had a cat to lay on me when I got home
pos	@sleepydumpling Thanks! They're even cuter (and naughtier) in person.
neg	Love sucks But this on the other hand: http://lookbook.nu/look/169521-ramtarammtamtamdamt really cool **
neg	didn't see any celebs though boo.
pos	@bevbrossy I just wish there was an easy QUICK way to group or identify them on my list. tx for the follow
neg	traveling for next 3 weeks - I will be in way too many time zones for my brain and body to handle
neg	@MrMessyFace It's Saturday evening here. I don't wanna wake up in the middle of the night to post. Turn updates off for me til you get up
neg	Another week of school weekend went SO FAST
pos	@XxChrisHeartsxX excuse me...I wasn't the one who showed up with cowboy boots to tiger...ray u know what I am talking about lol
neg	is feeling rather sad
neg	@Katieee_b Great thanks, I'll check that out. So tired Just want to have my notes finito by tomorrow so I can wake up &amp; practice Qs!
neg	bad bad nightmare type situation..... screamed bloody murder. Not cooool
pos	@CollinEarl Thank you for the #FF &lt;3
neg	@chandlergrace that sucks! Hope you all are doing well.
pos	@Quiggmate Heyaa .. Any news about Tpos On The Beach yet? x
pos	Playing pokemon mystery dungeon
neg	more storms. God keep us safe Refinnyj &lt;&gt; Mat123pos
pos	Will go out on Saturday. Plans anyone?
pos	@HayyItsRay i'm not weird. I love going to Costco.
neg	cbfked signing into msn lol! My hands hurt
pos	@thebrandycyrus have fun with mandy what about miley? does she hike, too? have fun together love you
pos	recap me on your epik nighhht i know y'all got stories to tell me
pos	@djmoe713 lol...naw, promised my bro id chill out on drinking
pos	It's cold , and I'm not whining .
pos	@leah_art @magpiegirl i would second leah's suggestion.
pos	At breakfast with midget and inna
neg	@mumphlett I tried to fix it...to no avail
pos	@LeBronJames2neg1neg Good luck for next time...Happens sometimes don't worry too much
pos	bicycle time - time all to myself, to do what I want! woohoo! right, must get ready now... it's nearly 12!
pos	somehow now going to Glastonbury thanks to The Worm and someone upstairs who like me
pos	Oh, and if you are wondering why am having lunch at 16:negneg, its coz I just got home from church
pos	http://twitpic.com/61dya - Thank you @LucyisRAD for thinking of me fondly
neg	very interesting tutorials vith Ollie Chanarin and Peter Fraser... and Elephant project handed in! yeah... now, citpj
neg	Ah i hate stupid drama. Sometimes i wish no of us ever got together so we wouldnt hurt each other stupid!...other than that, great da ...
pos	I only have to look at ms elseas face for five more days woaa two years with that woman was TOO MUCH!
neg	@Missdblue Good one girl - didn't see you in there though What were you doing?
neg	Sunday night on my own (TCs off to Budapest) and everyone's busy or too far away! Agh.
pos	@NatalieGelman keep telling yourself you'll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall (Excuses.)
pos	@shortyyyy Ludacris!
neg	@KaoBayBay boutta be on my way home...Im sleepy
neg	I've bought me just a 2negm long LAN-Cable and my PC doesn't accept it, but the PC from my brother accept it
neg	@djcure Missed u today
neg	I had to take Benadryl last night and I couldn't get up this morning wtf I feel terrible today, like cement.
neg	baby kitty died crappy day .x
neg	@Awissneg8 Hey girl, I have to apologize if I made you feel bad, your Uncle didn't let me in on ALL the details about your Graduation.
neg	@ROBBIEEEEE yeah,but she doesn't have TYRA eyes so its not as good
pos	@xxJuninhoxx thanks man where's your NO H8 photo ? gotta make one!
pos	@nikhilsoneja Thanks. I'm hoping it will
pos	@remcovdvuurst Get 1negneg followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip
neg	@april_miss how come you didnt get to enjoy your cute girl?!
neg	@BUGZY9 no.. but i know im someones treasure!!!
pos	Back to work tweet at posish
pos	my poster is love http://yfrog.com/127rbj
neg	Steve Jobs called &quot;perishable asset&quot; pos Apple by NPR. Cold way 2 refer 2 some1 who's been so sick http://myloc.me/5Amf
pos	i am sooo excited for next weeek! xx
pos	@twinkle_x really. im just going to say LOL now. LOL xo
neg	@_JPeep_ everything on my itunes is gone
neg	@nessalie she was upset, I think its a sign we would not work out...
pos	@mileycyrus im sure loads of people will vote for you, i deff will
neg	I broke my keyboard.
pos	@themike5 Thanks for your scoring services tonight... much appreciated
pos	@cauldrons HSM on disney NOWWW
pos	@Alyssa_Milano Have fun on the set today! If you need any more actors...just Tweet me HA HA!
pos	@jdubbb77 haha it was hard i tried like a billion times before it worked!
neg	This weather is amazing....shame about the revision
